onset	duration	#	type	cat	block	trial	p2ans	p3ans	ansType	resp	conf	acc	rt
n/a	n/a	1	stay	scene	1	2	-1	-1	OLD	2	new-	0	3.67
n/a	n/a	2	new	scene	0	0	0	1	NEW	3	NEW+	1	2.59
n/a	n/a	3	new	scene	0	0	0	1	NEW	2	new-	1	2.61
n/a	n/a	4	new	scene	0	0	0	1	NEW	-2	old-	0	2.67
n/a	n/a	5	stay	scene	1	4	-1	-1	OLD	2	new-	0	1.82
n/a	n/a	6	new	scene	0	0	0	1	NEW	2	new-	1	2.68
n/a	n/a	7	new	scene	0	0	0	1	NEW	3	NEW+	1	2.21
n/a	n/a	8	stay	scene	3	5	-1	-1	OLD	-2	old-	1	1.83
n/a	n/a	9	new	scene	0	0	0	1	NEW	-2	old-	0	1.53
n/a	n/a	10	new	scene	0	0	0	1	NEW	-2	old-	0	1.4
n/a	n/a	11	switch	scene	5	17	-1	-1	OLD	-2	old-	1	2.36
n/a	n/a	12	stay	scene	4	7	-1	-1	OLD	-3	OLD+	1	1.56
n/a	n/a	13	switch	scene	6	15	-1	-1	OLD	-3	OLD+	1	1.92
n/a	n/a	14	switch	scene	2	6	-1	-1	OLD	2	new-	0	3.1
n/a	n/a	15	stay	scene	1	5	-1	-1	OLD	-3	OLD+	1	1.61
n/a	n/a	16	new	scene	0	0	0	1	NEW	2	new-	1	2.15
n/a	n/a	17	new	scene	0	0	0	1	NEW	-2	old-	0	1.9
n/a	n/a	18	new	scene	0	0	0	1	NEW	2	new-	1	1.73
n/a	n/a	19	stay	scene	5	6	-1	-1	OLD	-2	old-	1	1.71
n/a	n/a	20	stay	scene	4	9	-1	-1	OLD	3	NEW+	0	1.29
n/a	n/a	21	new	scene	0	0	0	1	NEW	-2	old-	0	1.86
n/a	n/a	22	stay	scene	3	12	-1	-1	OLD	-2	old-	1	1.92
n/a	n/a	23	new	scene	0	0	0	1	NEW	2	new-	1	1.6
n/a	n/a	24	new	scene	0	0	0	1	NEW	2	new-	1	1.68
n/a	n/a	25	switch	scene	4	10	1	-1	OLD	-2	old-	1	1.36
n/a	n/a	26	stay	scene	2	8	-1	-1	OLD	-3	OLD+	1	1.36
n/a	n/a	27	switch	scene	6	16	1	-1	OLD	2	new-	0	2.52
n/a	n/a	28	new	scene	0	0	0	1	NEW	2	new-	1	3.62
n/a	n/a	29	switch	scene	1	3	1	-1	OLD	-3	OLD+	1	4.08
n/a	n/a	30	stay	scene	2	16	-1	-1	OLD	-3	OLD+	1	4.21
n/a	n/a	31	new	scene	0	0	0	1	NEW	3	NEW+	1	2.01
n/a	n/a	32	switch	scene	3	9	1	-1	OLD	-2	old-	1	1.95
n/a	n/a	33	stay	scene	5	11	-1	-1	OLD	-3	OLD+	1	1.66
n/a	n/a	34	new	scene	0	0	0	1	NEW	-2	old-	0	1.75
n/a	n/a	35	switch	scene	2	4	1	-1	OLD	3	NEW+	0	2.26
n/a	n/a	36	new	scene	0	0	0	1	NEW	-2	old-	0	1.36
n/a	n/a	37	new	scene	0	0	0	1	NEW	2	new-	1	2.12
n/a	n/a	38	new	scene	0	0	0	1	NEW	3	NEW+	1	1.61
n/a	n/a	39	new	scene	0	0	0	1	NEW	3	NEW+	1	3.06
n/a	n/a	40	new	scene	0	0	0	1	NEW	2	new-	1	1.76
n/a	n/a	41	stay	scene	4	11	-1	-1	OLD	-2	old-	1	1.9
n/a	n/a	42	switch	scene	5	2	-1	-1	OLD	2	new-	0	1.14
n/a	n/a	43	new	scene	0	0	0	1	NEW	-2	old-	0	1.3
n/a	n/a	44	new	scene	0	0	0	1	NEW	-2	old-	0	1.28
n/a	n/a	45	new	scene	0	0	0	1	NEW	2	new-	1	1.92
n/a	n/a	46	switch	scene	1	18	-1	-1	OLD	2	new-	0	1.83
n/a	n/a	47	new	scene	0	0	0	1	NEW	2	new-	1	1.08
n/a	n/a	48	new	scene	0	0	0	1	NEW	2	new-	1	1.4
n/a	n/a	49	switch	scene	4	16	1	-1	OLD	-3	OLD+	1	1.84
n/a	n/a	50	stay	scene	2	3	-1	-1	OLD	2	new-	0	1.59
n/a	n/a	51	new	scene	0	0	0	1	NEW	2	new-	1	1.36
n/a	n/a	52	new	scene	0	0	0	1	NEW	2	new-	1	1.98
n/a	n/a	53	stay	scene	5	9	-1	-1	OLD	-3	OLD+	1	1.22
n/a	n/a	54	new	scene	0	0	0	1	NEW	2	new-	1	2.05
n/a	n/a	55	stay	scene	3	13	-1	-1	OLD	2	new-	0	1.75
n/a	n/a	56	new	scene	0	0	0	1	NEW	2	new-	1	1.24
n/a	n/a	57	stay	scene	3	6	-1	-1	OLD	-3	OLD+	1	0.96
n/a	n/a	58	new	scene	0	0	0	1	NEW	-3	OLD+	0	1.27
n/a	n/a	59	switch	scene	3	16	-1	-1	OLD	3	NEW+	0	1.74
n/a	n/a	60	switch	scene	3	8	1	-1	OLD	-2	old-	1	2.14
n/a	n/a	61	stay	scene	5	10	-1	-1	OLD	-2	old-	1	1.6
n/a	n/a	62	new	scene	0	0	0	1	NEW	-3	OLD+	0	1.09
n/a	n/a	63	switch	scene	2	14	1	-1	OLD	-3	OLD+	1	1.07
n/a	n/a	64	switch	scene	2	11	-1	-1	OLD	2	new-	0	1.38
n/a	n/a	65	new	scene	0	0	0	1	NEW	2	new-	1	3.21
n/a	n/a	66	new	scene	0	0	0	1	NEW	-2	old-	0	3.08
n/a	n/a	67	switch	scene	6	11	1	-1	OLD	-2	old-	1	2.32
n/a	n/a	68	new	scene	0	0	0	1	NEW	-2	old-	0	1.62
n/a	n/a	69	stay	scene	6	4	-1	-1	OLD	2	new-	0	1.61
n/a	n/a	70	stay	scene	6	7	-1	-1	OLD	2	new-	0	1.85
n/a	n/a	71	new	scene	0	0	0	1	NEW	-3	OLD+	0	1.13
n/a	n/a	72	stay	scene	6	12	-1	-1	OLD	-2	old-	1	1.36
n/a	n/a	73	new	scene	0	0	0	1	NEW	-2	old-	0	1.06
n/a	n/a	74	stay	scene	1	13	-1	-1	OLD	-3	OLD+	1	1.41
n/a	n/a	75	stay	scene	2	7	-1	-1	OLD	-3	OLD+	1	0.95
n/a	n/a	76	stay	scene	5	12	-1	-1	OLD	-3	OLD+	1	1.01
n/a	n/a	77	new	scene	0	0	0	1	NEW	3	NEW+	1	2.49
n/a	n/a	78	new	scene	0	0	0	1	NEW	3	NEW+	1	2.33
n/a	n/a	79	new	scene	0	0	0	1	NEW	3	NEW+	1	1.89
n/a	n/a	80	stay	scene	3	3	-1	-1	OLD	2	new-	0	1.37
n/a	n/a	81	switch	scene	5	7	1	-1	OLD	2	new-	0	3.25
n/a	n/a	82	new	scene	0	0	0	1	NEW	2	new-	1	2.82
n/a	n/a	83	new	scene	0	0	0	1	NEW	-2	old-	0	1.08
n/a	n/a	84	new	scene	0	0	0	1	NEW	3	NEW+	1	1.19
n/a	n/a	85	new	scene	0	0	0	1	NEW	2	new-	1	0.67
n/a	n/a	86	stay	scene	6	8	-1	-1	OLD	2	new-	0	2.19
n/a	n/a	87	new	scene	0	0	0	1	NEW	-2	old-	0	5.07
n/a	n/a	88	new	scene	0	0	0	1	NEW	2	new-	1	3.05
n/a	n/a	89	switch	scene	3	7	-1	-1	OLD	-2	old-	1	2.09
n/a	n/a	90	new	scene	0	0	0	1	NEW	-2	old-	0	1.47
n/a	n/a	91	switch	scene	3	14	1	-1	OLD	-2	old-	1	1.86
n/a	n/a	92	stay	scene	1	15	-1	-1	OLD	-3	OLD+	1	1.12
n/a	n/a	93	new	scene	0	0	0	1	NEW	2	new-	1	1.1
n/a	n/a	94	switch	scene	4	14	1	-1	OLD	-2	old-	1	1.54
n/a	n/a	95	stay	scene	4	8	-1	-1	OLD	-2	old-	1	1.13
n/a	n/a	96	stay	scene	2	15	-1	-1	OLD	-2	old-	1	0.97
n/a	n/a	97	new	scene	0	0	0	1	NEW	-2	old-	0	2.83
n/a	n/a	98	new	scene	0	0	0	1	NEW	-2	old-	0	0.8
n/a	n/a	99	switch	scene	1	11	1	-1	OLD	-2	old-	1	0.91
n/a	n/a	100	stay	scene	4	3	-1	-1	OLD	-2	old-	1	1
n/a	n/a	101	stay	scene	1	10	-1	-1	OLD	2	new-	0	1.19
n/a	n/a	102	switch	scene	2	2	-1	-1	OLD	2	new-	0	1.39
n/a	n/a	103	switch	scene	5	15	1	-1	OLD	2	new-	0	1.19
n/a	n/a	104	new	scene	0	0	0	1	NEW	2	new-	1	1.02
n/a	n/a	105	new	scene	0	0	0	1	NEW	2	new-	1	0.85
n/a	n/a	106	new	scene	0	0	0	1	NEW	2	new-	1	1.03
n/a	n/a	107	new	scene	0	0	0	1	NEW	2	new-	1	0.91
n/a	n/a	108	switch	scene	5	18	-1	-1	OLD	2	new-	0	1.12
n/a	n/a	109	switch	scene	6	18	1	-1	OLD	-3	OLD+	1	1.11
n/a	n/a	110	new	scene	0	0	0	1	NEW	-2	old-	0	1.39
n/a	n/a	111	switch	scene	3	11	-1	-1	OLD	2	new-	0	1.18
n/a	n/a	112	new	scene	0	0	0	1	NEW	-2	old-	0	1.37
n/a	n/a	113	new	scene	0	0	0	1	NEW	-3	OLD+	0	1.31
n/a	n/a	114	new	scene	0	0	0	1	NEW	-3	OLD+	0	1.77
n/a	n/a	115	switch	scene	5	3	1	-1	OLD	-3	OLD+	1	1.61
n/a	n/a	116	new	scene	0	0	0	1	NEW	-3	OLD+	0	1.14
n/a	n/a	117	new	scene	0	0	0	1	NEW	3	NEW+	1	1.25
n/a	n/a	118	stay	scene	3	10	-1	-1	OLD	2	new-	0	1.16
n/a	n/a	119	new	scene	0	0	0	1	NEW	2	new-	1	1.58
n/a	n/a	120	switch	scene	6	10	-1	-1	OLD	-2	old-	1	1.35
n/a	n/a	121	switch	scene	1	17	1	-1	OLD	-2	old-	1	1.05
n/a	n/a	122	new	scene	0	0	0	1	NEW	-2	old-	0	0.88
n/a	n/a	123	new	scene	0	0	0	1	NEW	3	NEW+	1	0.83
n/a	n/a	124	new	scene	0	0	0	1	NEW	2	new-	1	2.3
n/a	n/a	125	new	scene	0	0	0	1	NEW	2	new-	1	1.51
n/a	n/a	126	switch	scene	4	13	-1	-1	OLD	2	new-	0	1.12
n/a	n/a	127	switch	scene	1	8	-1	-1	OLD	2	new-	0	1.65
n/a	n/a	128	new	scene	0	0	0	1	NEW	2	new-	1	1.41
n/a	n/a	129	new	scene	0	0	0	1	NEW	2	new-	1	0.67
n/a	n/a	130	new	scene	0	0	0	1	NEW	2	new-	1	0.23
n/a	n/a	131	stay	scene	6	13	-1	-1	OLD	2	new-	0	0.81
n/a	n/a	132	new	scene	0	0	0	1	NEW	2	new-	1	0.92
n/a	n/a	133	switch	scene	6	1	-1	-1	OLD	2	new-	0	0.76
n/a	n/a	134	new	scene	0	0	0	1	NEW	2	new-	1	3.05
n/a	n/a	135	new	scene	0	0	0	1	NEW	2	new-	1	4
n/a	n/a	136	stay	scene	4	18	-1	-1	OLD	-2	old-	1	1.52
n/a	n/a	137	switch	scene	4	15	-1	-1	OLD	-3	OLD+	1	1.02
n/a	n/a	138	switch	scene	1	6	-1	-1	OLD	2	new-	0	1.17
n/a	n/a	139	stay	scene	6	17	-1	-1	OLD	2	new-	0	0.79
n/a	n/a	140	switch	scene	4	4	-1	-1	OLD	2	new-	0	1.19
n/a	n/a	141	switch	scene	2	12	1	-1	OLD	2	new-	0	0.71
n/a	n/a	142	stay	scene	5	14	-1	-1	OLD	2	new-	0	0.29
n/a	n/a	143	stay	scene	2	1	-1	-1	OLD	2	new-	0	0.81
n/a	n/a	144	new	scene	0	0	0	1	NEW	3	NEW+	1	1.63
